ImageID,Date,Location
2139,34,14
2140,133,5
2141,21,12
2142,194,14
2143,142,5
2144,330,20
2145,186,10
2146,230,10
2147,226,11
2148,164,15
2149,62,3
2150,221,7
2151,286,5
2152,64,19
2153,220,7
2154,231,15
2155,140,10
2156,14,13
2157,308,15
2158,351,15
2159,209,6
2160,29,15
2161,153,1
2162,303,17
2163,287,8
2164,181,5
2165,240,14
2166,35,11
2167,187,20
2168,83,20
2169,183,16
2170,182,11
2171,39,20
2172,87,5
2173,315,20
2174,128,15
2175,117,14
2176,154,18
2177,190,20
2178,7,14
2179,73,2
2180,235,18
2181,50,12
2182,9,19
2183,327,6
2184,168,10
2185,126,6
2186,117,20
2187,313,9
2188,161,13
2189,109,20
2190,215,17
2191,260,19
2192,209,7
2193,84,8
2194,178,2
2195,26,4
2196,67,3
2197,227,15
2198,200,9
2199,57,9
2200,249,4
2201,155,13
2202,209,12
2203,91,6
2204,282,15
2205,84,16
2206,360,5
2207,270,10
2208,218,18
2209,308,10
2210,359,13
2211,139,6
2212,33,9
2213,110,7
2214,215,14
2215,303,7
2216,168,20
2217,208,5
2218,128,4
2219,205,18
2220,287,10
2221,225,3
2222,307,9
2223,7,4
2224,79,19
2225,135,5
2226,144,7
2227,2,15
2228,20,5
2229,243,10
2230,8,3
2231,277,7
2232,340,14
2233,148,11
2234,306,19
2235,35,16
2236,92,2
2237,53,13
2238,66,17
2239,145,20
2240,66,17
2241,238,15
2242,314,9
2243,346,7
2244,328,1
2245,74,12
2246,333,11
2247,113,2
2248,344,19
2249,103,7
2250,109,5
2251,294,5
2252,319,15
2253,110,10
2254,83,12
2255,347,17
2256,328,12
2257,330,1
2258,172,14
2259,119,12
2260,145,17
2261,181,17
2262,277,2
2263,120,11
2264,244,10
2265,243,20
2266,219,17
2267,216,6
2268,234,6
2269,352,14
2270,20,14
2271,359,16
2272,222,6
2273,363,20
2274,158,8
2275,292,20
2276,174,16
2277,290,15
2278,190,7
2279,156,16
2280,139,7
2281,79,1
2282,303,7
2283,215,4
2284,46,12
2285,299,19
2286,157,3
2287,131,19
2288,293,9
2289,270,7
2290,345,10
2291,232,7
2292,264,5
2293,196,10
2294,41,11
2295,354,3
2296,172,2
2297,310,3
2298,341,8
2299,44,4
2300,79,3
2301,136,15
2302,254,4
2303,129,2
2304,89,7
2305,46,12
2306,205,5
2307,298,11
2308,91,7
2309,227,13
2310,276,14
2311,348,19
2312,117,11
2313,110,1
2314,153,14
2315,229,17
2316,303,4
2317,47,2
2318,354,10
2319,151,3
2320,203,10
2321,247,9
2322,112,1
2323,56,7
2324,46,17
2325,228,17
2326,231,11
2327,87,16
2328,325,4
2329,121,4
2330,16,19
2331,111,8
2332,100,16
2333,55,16
2334,29,4
2335,187,12
2336,354,20
2337,10,14
2338,60,4
2339,108,1
2340,230,13
2341,91,19
2342,214,4
2343,280,3
2344,87,15
2345,115,4
2346,93,15
2347,238,8
2348,145,6
2349,57,17
2350,87,12
2351,365,6
2352,65,19
2353,11,18
2354,277,3
2355,286,18
2356,208,12
2357,294,4
2358,206,8
2359,70,9
2360,92,1
2361,85,4
2362,258,13
2363,147,15
2364,151,14
2365,79,11
2366,43,4
2367,148,12
2368,99,1
2369,364,3
2370,70,20
2371,54,17
2372,206,16
2373,102,9
2374,17,10
2375,203,10
2376,123,14
2377,337,13
2378,354,14
2379,50,5
2380,172,15
2381,180,14
2382,22,6
2383,60,9
2384,213,14
2385,290,20
2386,179,16
2387,19,8
2388,175,12
2389,174,1
2390,192,10
2391,260,9
2392,90,9
2393,364,1
2394,23,5
2395,138,20
2396,121,19
2397,301,3
2398,346,2
2399,359,3
2400,76,11
2401,187,8
2402,299,3
2403,56,10
2404,221,8
2405,43,2
2406,145,19
2407,154,9
2408,84,13
2409,178,12
2410,41,10
2411,42,3
2412,224,18
2413,238,1
2414,182,6
2415,244,9
2416,261,18
2417,169,14
2418,34,3
2419,143,8
2420,252,7
2421,181,2
2422,278,20
2423,38,8
2424,183,8
2425,213,4
2426,302,7
2427,29,11
2428,291,8
2429,303,1
2430,34,2
2431,41,7
2432,227,18
2433,113,6
2434,69,3
2435,197,11
2436,262,19
2437,279,20
2438,95,17
2439,252,2
2440,156,17
2441,44,4
2442,50,12
2443,169,18
2444,87,9
2445,281,19
2446,346,15
2447,243,14
2448,184,13
2449,328,1
2450,217,7
2451,163,13
2452,196,3
2453,341,12
2454,90,16
2455,217,18
2456,243,19
2457,192,20
2458,148,9
2459,226,6
2460,154,8
2461,62,7
2462,69,12
2463,250,2
2464,150,9
2465,320,2
2466,250,13
2467,51,13
2468,144,10
2469,127,18
2470,172,18
2471,145,16
2472,44,8
2473,221,17
2474,147,1
2475,1,1
2476,364,4
2477,237,5
2478,305,14
2479,262,9
2480,46,6
2481,210,6
2482,251,19
2483,74,3
2484,228,17
2485,352,11
2486,134,15
2487,14,3
2488,162,3
2489,357,7
2490,136,19
2491,110,5
2492,89,1
2493,205,19
2494,111,11
2495,188,6
2496,364,4
2497,199,1
2498,218,5
2499,225,20
2500,360,11
2501,74,4
2502,259,17
2503,207,6
2504,157,8
2505,332,1
2506,89,16
2507,340,8
2508,148,8
2509,63,6
2510,349,4
2511,63,12
2512,358,16
2513,345,12
2514,122,20
2515,72,2
2516,228,4
2517,303,10
2518,14,19
2519,230,13
2520,83,2
2521,137,11
2522,36,16
2523,236,15
2524,339,13
2525,331,1
2526,210,13
2527,274,4
2528,249,4
2529,118,4
2530,123,12
2531,333,2
2532,306,12
2533,134,5
2534,89,16
2535,323,5
2536,2,12
2537,102,13
2538,249,19
2539,155,9
2540,62,8
2541,351,1
2542,56,9
2543,196,17
2544,91,2
2545,144,4
2546,361,7
2547,230,9
2548,211,11
2549,318,5
2550,361,17
2551,68,11
2552,51,9
2553,320,8
2554,114,19
2555,239,12
2556,265,16
2557,110,15
2558,20,2
2559,34,11
2560,139,11
2561,246,8
2562,46,2
2563,352,14
2564,95,15
2565,267,18
2566,119,3
2567,247,13
2568,33,3
2569,31,5
2570,164,13
2571,345,14
2572,135,13
2573,40,8
2574,94,14
2575,182,6
2576,352,11
2577,203,2
2578,297,15
2579,64,13
2580,15,7
2581,93,16
2582,290,14
2583,202,19
2584,117,17
2585,102,19
2586,33,3
2587,37,15
2588,307,10
2589,177,5
2590,210,4
2591,1,6
2592,322,2
2593,219,8
2594,273,10
2595,150,3
2596,347,4
2597,41,12
2598,277,2
2599,123,1
2600,312,14
2601,330,2
2602,291,18
2603,251,18
2604,37,13
2605,103,16
2606,290,15
2607,209,19
2608,275,10
2609,177,5
2610,90,16
2611,359,3
2612,12,19
2613,321,6
2614,209,18
2615,298,8
2616,326,13
2617,41,7
2618,362,8
2619,201,14
2620,132,19
2621,258,2
2622,188,15
2623,63,9
2624,164,13
2625,222,3
2626,198,16
2627,307,1
2628,334,9
2629,3,3
2630,116,15
2631,135,15
2632,314,19
2633,217,4
2634,9,13
2635,347,7
2636,323,9
2637,135,8
2638,275,3
2639,23,16
2640,335,16
2641,261,9
2642,251,18
2643,56,18
2644,189,1
2645,318,1
2646,53,13
2647,98,8
2648,194,18
2649,150,8
2650,264,7
2651,74,19
2652,256,15
2653,141,14
2654,144,4
2655,105,18
2656,117,1
2657,218,16
2658,8,13
2659,124,16
2660,347,1
2661,317,10
2662,133,11
2663,72,13
2664,40,11
2665,99,12
2666,31,17
2667,32,8
2668,46,12
2669,279,6
2670,116,15
2671,227,15
2672,341,2
2673,93,11
2674,81,5
2675,322,1
2676,116,9
2677,65,2
2678,83,1
2679,309,13
2680,244,14
2681,64,2
2682,336,14
2683,231,6
2684,330,10
2685,3,16
2686,42,8
2687,188,15
2688,348,9
2689,322,15
2690,10,7
2691,337,5
2692,73,10
2693,235,18
2694,122,16
2695,80,5
2696,357,16
2697,195,11
2698,15,18
2699,171,10
2700,165,13
2701,138,19
2702,147,11
2703,256,1
2704,220,4
2705,240,3
2706,291,17
2707,26,4
2708,215,3
2709,121,11
2710,318,6
2711,185,14
2712,25,8
2713,332,9
2714,311,19
2715,317,11
2716,85,11
2717,331,15
2718,245,8
2719,89,9
2720,283,14
2721,4,17
2722,54,18
2723,323,2
2724,131,4
2725,297,6
2726,193,7
2727,29,3
2728,235,20
2729,285,12
2730,222,16
2731,168,19
2732,356,7
2733,18,17
2734,54,11
2735,22,13
2736,232,2
2737,359,16
2738,100,2
2739,65,7
2740,77,15
2741,293,4
2742,301,10
2743,81,8
2744,325,11
2745,297,19
2746,364,7
2747,94,16
2748,320,6
2749,330,12
2750,199,13
2751,245,20
2752,130,17
2753,242,7
2754,11,8
2755,32,14
2756,54,15
2757,246,5
2758,13,11
2759,351,15
2760,129,16
2761,178,15
2762,242,18
2763,363,18
2764,213,16
2765,287,11
2766,160,4
2767,345,2
2768,96,2
2769,96,2
2770,23,10
2771,338,7
2772,239,9
2773,145,15
2774,301,18
2775,345,1
2776,167,17
2777,78,19
2778,101,14
2779,155,1
2780,313,5
2781,219,1
2782,57,12
2783,168,4
2784,210,20
2785,137,2
2786,142,13
2787,75,2
2788,81,1
2789,54,1
2790,94,1
2791,331,16
2792,201,17
2793,28,8
2794,325,18
2795,164,8
2796,80,10
2797,134,12
2798,171,7
2799,259,5
2800,46,1
2801,268,16
2802,78,20
2803,200,19
2804,40,2
2805,24,8
2806,297,1
2807,139,7
2808,123,17
2809,347,3
2810,329,7
2811,273,14
2812,231,5
2813,204,12
2814,273,4
2815,104,11
2816,240,4
2817,26,18
2818,79,7
2819,51,19
2820,322,8
2821,192,4
2822,303,12
2823,236,18
2824,41,13
2825,331,14
2826,51,19
2827,154,12
2828,329,14
2829,256,3
2830,254,14
2831,110,16
2832,306,11
2833,222,8
2834,9,10
2835,95,14
2836,344,6
2837,267,2
2838,229,17
2839,80,10
2840,111,3
2841,42,2
2842,62,14
2843,165,8
2844,87,18
2845,341,5
2846,161,9
2847,103,5
2848,210,15
2849,4,10
2850,6,16
2851,173,1
2852,184,2
2853,206,18
2854,179,3
2855,239,14
2856,195,9
2857,94,19
2858,359,16
2859,195,2
2860,114,8
2861,320,6
2862,298,19
2863,65,9
2864,18,6
2865,318,20
2866,329,17
2867,139,14
2868,332,18
2869,97,1
2870,214,9
2871,72,5
2872,316,9
2873,290,17
2874,47,20
2875,141,4
2876,358,8
2877,346,2
2878,328,7
2879,81,19
2880,291,4
2881,330,1
2882,325,7
2883,7,16
2884,91,17
2885,150,18
2886,341,19
2887,297,8
2888,66,7
2889,62,4
2890,199,5
2891,122,3
2892,209,19
2893,314,14
2894,203,12
2895,346,5
2896,118,6
2897,275,14
2898,196,9
2899,49,18
2900,285,2
2901,81,5
2902,303,16
2903,61,3
2904,267,19
2905,65,17
2906,317,11
2907,24,17
2908,83,19
2909,298,15
2910,77,1
2911,28,19
2912,88,8
2913,116,8
2914,173,19
2915,4,9
2916,86,11
2917,341,16
2918,364,16
2919,302,1
2920,63,11
2921,24,19
2922,190,11
2923,204,9
2924,20,2
2925,35,5
2926,337,18
2927,15,19
2928,206,12
2929,180,9
2930,190,5
2931,46,19
2932,30,3
2933,144,4
2934,334,1
2935,24,11
2936,182,5
2937,362,10
2938,199,6
2939,272,2
2940,43,11
2941,77,18
2942,151,17
2943,245,4
2944,201,12
2945,248,10
2946,16,12
2947,143,10
2948,202,4
2949,277,3
2950,111,20
2951,288,15
2952,113,19
2953,268,9
2954,16,10
2955,244,8
2956,365,3
2957,108,8
2958,193,2
2959,140,14
2960,23,17
2961,110,6
2962,123,10
2963,145,9
2964,61,18
2965,198,6
2966,146,9
2967,364,3
2968,59,15
2969,232,20
2970,255,13
2971,253,11
2972,355,12
2973,42,1
2974,253,9
2975,127,13
2976,267,20
2977,173,7
2978,315,12
2979,12,20
2980,199,4
2981,118,16
2982,328,7
2983,9,10
2984,161,3
2985,321,18
2986,328,1
2987,266,11
2988,169,4
2989,307,10
2990,83,15
2991,182,19
2992,332,14
2993,11,17
2994,340,14
2995,226,10
2996,295,10
2997,77,10
2998,186,15
2999,360,1
3000,126,5
3001,86,10
3002,80,16
3003,294,9
3004,220,20
3005,32,17
3006,63,6
3007,121,12
3008,204,18
3009,215,19
3010,232,20
3011,117,7
3012,38,10
3013,220,2
3014,319,11
3015,33,2
3016,101,3
3017,177,20
3018,352,16
3019,319,3
3020,93,8
3021,77,19
3022,287,13
3023,181,14
3024,291,12
3025,135,3
3026,147,9
3027,340,17
3028,281,19
3029,207,19
3030,164,5
3031,330,6
3032,155,20
3033,50,8
3034,327,12
3035,295,16
3036,233,12
3037,148,15
3038,251,2
3039,364,4
3040,85,4
3041,313,6
3042,23,12
3043,300,15
3044,348,19
3045,317,13
3046,74,1
3047,193,4
3048,99,4
3049,163,7
3050,339,12
3051,103,18
3052,282,14
3053,332,2
3054,190,2
3055,194,13
3056,325,16
3057,332,18
3058,55,16
3059,1,15
3060,338,5
3061,260,8
3062,293,4
3063,55,8
3064,109,19
3065,149,6
3066,122,15
3067,190,1
3068,238,11
3069,293,16
3070,215,11
3071,282,17
3072,359,3
3073,30,14
3074,251,8
3075,281,17
3076,22,19
3077,151,8
3078,49,19
3079,305,3
3080,132,5
3081,22,20
3082,121,8
3083,329,1
3084,217,13
3085,62,7
3086,289,6
3087,352,13
3088,231,1
3089,176,2
3090,329,19
3091,359,7
3092,221,9
3093,80,13
3094,82,16
3095,187,9
3096,34,11
3097,277,20
3098,258,5
3099,253,16
3100,84,15
3101,170,12
3102,158,12
3103,121,2
3104,4,7
3105,270,17
3106,298,2
3107,32,5
3108,292,13
3109,70,10
3110,311,8
3111,209,5
3112,168,16
3113,194,14
3114,298,20
3115,92,17
3116,216,4
3117,17,5
3118,68,2
3119,90,15
3120,100,19
3121,315,1
3122,33,9
3123,188,14
3124,161,3
3125,296,9
3126,199,20
3127,159,12
3128,119,13
3129,334,15
3130,215,8
3131,170,1
3132,208,5
3133,274,14
3134,319,19
3135,37,15
3136,114,18
3137,206,16
3138,120,13
3139,157,16
3140,287,15
3141,31,19
3142,1,7
3143,57,13
3144,35,19
3145,117,17
3146,131,6
3147,210,1
3148,207,2
3149,321,1
3150,253,5
3151,189,19
3152,27,1
3153,169,10
3154,68,13
3155,86,17
3156,346,3
3157,348,19
3158,325,9
3159,192,15
3160,67,7
3161,192,13
3162,46,10
3163,147,7
3164,134,20
3165,231,15
3166,307,19
3167,179,12
3168,126,20
3169,114,17
3170,114,4
3171,125,10
3172,348,12
3173,333,4
3174,21,2
3175,235,11
3176,78,13
3177,237,9
3178,163,17
3179,64,14
3180,5,4
3181,44,19
3182,69,7
3183,233,9
3184,299,19
3185,135,5
3186,25,6
3187,153,1
3188,332,16
3189,347,6
3190,316,15
3191,83,15
3192,118,5
3193,276,12
3194,321,14
3195,287,3
3196,102,13
3197,78,1
3198,243,9
3199,276,5
3200,215,11
3201,21,8
3202,53,5
3203,295,3
3204,335,13
3205,119,15
3206,309,11
3207,34,17
3208,50,7
3209,221,9
3210,127,10
3211,286,11
3212,261,9
3213,266,15
3214,173,2
3215,227,2
3216,308,14
3217,60,12
3218,45,5
3219,137,7
3220,292,19
3221,342,4
3222,186,4
3223,128,7
3224,192,8
3225,61,13
3226,355,1
3227,279,20
3228,61,15
3229,224,14
3230,9,17
3231,300,16
3232,193,7
3233,200,3
3234,317,6
3235,286,10
3236,265,20
3237,307,10
3238,175,2
3239,351,10
3240,348,5
3241,150,19
3242,319,4
3243,186,20
3244,345,10
3245,309,4
3246,362,9
3247,262,6
3248,57,17
3249,10,1
3250,142,2
3251,358,9
3252,149,4
3253,213,14
3254,329,10
3255,140,4
3256,132,6
3257,205,18
3258,113,12
3259,241,3
3260,341,17
3261,46,4
3262,111,16
3263,363,14
3264,329,19
3265,327,12
3266,318,12
3267,145,8
3268,167,9
3269,272,14
3270,317,8
3271,266,5
3272,288,2
3273,95,2
3274,243,19
3275,56,12
3276,126,6
3277,268,5
3278,4,14
3279,184,20
3280,147,6
3281,64,9
3282,114,16
3283,352,2
3284,83,3
3285,206,1
3286,80,7
3287,33,11
3288,56,13
3289,120,11
3290,51,12
3291,30,18
3292,110,16
3293,295,15
3294,188,2
3295,242,11
3296,299,4
3297,37,19
3298,312,18
3299,267,20
3300,254,14
3301,242,12
3302,123,9
3303,88,10
3304,39,19
3305,187,12
3306,359,12
3307,89,8
3308,113,18
3309,324,20
3310,225,12
3311,213,20
3312,213,1
3313,184,15
3314,80,14
3315,182,14
3316,178,2
3317,207,10
3318,209,4
3319,247,8
3320,222,15
3321,276,5
3322,36,16
3323,30,18
3324,186,11
3325,289,1
3326,337,19
3327,176,15
3328,20,14
3329,353,13
3330,78,11
3331,123,2
3332,292,6
3333,354,17
3334,227,8
3335,308,4
3336,85,15
3337,355,19
3338,190,2
3339,257,18
3340,3,11
3341,350,7
3342,8,14
3343,129,10
3344,311,6
3345,3,6
3346,65,4
3347,301,4
3348,301,18
3349,357,2
3350,91,3
3351,269,4
3352,56,19
3353,82,4
3354,291,7
3355,20,3
3356,362,6
3357,138,6
3358,205,14
3359,184,13
3360,2,5
3361,139,14
3362,328,16
3363,243,5
3364,124,18
3365,215,7
3366,52,13
3367,223,3
3368,105,6
3369,345,5
3370,277,4
3371,237,9
3372,122,7
3373,211,13
3374,216,8
3375,329,9
3376,181,5
3377,10,19
3378,137,12
3379,145,12
3380,194,2
3381,256,11
3382,44,6
3383,121,5
3384,164,11
3385,341,4
3386,106,15
3387,271,12
3388,259,17
3389,351,20
3390,357,11
3391,256,3
3392,237,10
3393,58,3
3394,287,15
3395,170,7
3396,344,4
3397,329,7
3398,110,17
3399,201,16
3400,282,12
3401,299,2
3402,84,2
3403,149,17
3404,351,18
3405,261,15
3406,234,18
3407,65,14
3408,335,7
3409,356,8
3410,49,10
3411,333,14
3412,73,18
3413,248,8
3414,55,11
3415,15,20
3416,272,5
3417,142,5
3418,32,19
3419,108,2
3420,17,7
3421,98,2
3422,301,16
3423,267,4
3424,69,11
3425,121,5
3426,269,13
3427,289,10
3428,228,12
3429,348,13
3430,202,12
3431,170,1
3432,136,14
3433,69,13
3434,61,8
3435,311,1
3436,345,11
3437,292,3
3438,320,18
3439,13,13
3440,237,4
3441,353,10
3442,80,8
3443,88,10
3444,57,5
3445,168,9
3446,288,5
3447,337,19
3448,78,12
3449,74,19
3450,12,13
3451,153,15
3452,74,10
3453,333,19
3454,126,10
3455,4,12
3456,347,19
3457,169,8
3458,9,3
3459,115,16
3460,21,18
3461,86,17
3462,119,7
3463,305,9
3464,67,11
3465,62,2
3466,181,20
3467,51,1
3468,178,17
3469,122,17
3470,23,14
3471,317,1
3472,318,18
3473,2,3
3474,98,14
3475,267,3
3476,339,3
3477,221,9
3478,227,2
3479,64,11
3480,220,18
3481,341,15
3482,158,10
3483,230,5
3484,73,15
3485,198,8
3486,108,11
3487,241,20
3488,257,12
3489,32,8
3490,290,12
3491,139,12
3492,126,11
3493,109,5
3494,121,10
3495,20,1
3496,315,13
3497,111,4
3498,127,3
3499,103,15
3500,163,16
3501,219,16
3502,329,11
3503,279,4
3504,121,7
3505,109,3
3506,153,19
3507,139,17
3508,21,11
3509,280,4
3510,96,17
3511,201,4
3512,313,19
3513,135,8
3514,145,18
3515,265,14
3516,129,12
3517,343,17
3518,357,4
3519,19,7
3520,298,13
3521,56,4
3522,17,15
3523,50,4
3524,244,4
3525,300,5
3526,29,16
3527,210,18
3528,340,4
3529,258,19
3530,332,1
3531,96,7
3532,51,9
3533,186,18
3534,24,14
3535,88,16
3536,357,19
3537,255,12
3538,135,20
3539,188,4
3540,23,15
3541,45,10
3542,262,4
3543,23,18
3544,103,19
3545,201,14
3546,219,17
3547,189,19
3548,121,7
3549,246,19
3550,351,18
3551,22,4
3552,333,7
3553,92,13
3554,26,10
3555,123,10
3556,25,2
3557,130,16
3558,81,6
3559,19,11
3560,270,19
3561,61,14
3562,359,12
3563,31,5
3564,116,17
3565,274,3
3566,140,3
3567,347,15
3568,355,19
3569,241,8
3570,250,11
3571,288,3
3572,96,7
3573,57,11
3574,107,16
3575,123,5
3576,20,5
3577,211,3
3578,132,6
3579,114,14
3580,92,4
3581,120,14
3582,261,5
3583,122,14
3584,124,4
3585,139,20
3586,275,4
3587,22,12
3588,31,14
3589,305,7
3590,221,1
3591,95,18
3592,64,14
3593,166,16
3594,16,6
3595,243,9
3596,126,5
3597,146,19
3598,238,19
3599,114,6
3600,331,20
3601,44,19
3602,132,17
3603,103,7
3604,183,16
3605,24,3
3606,43,19
3607,35,1
3608,16,3
3609,345,6
3610,83,1
3611,125,11
3612,288,19
3613,355,14
3614,221,20
3615,116,19
3616,108,12
3617,123,6
3618,28,15
3619,49,6
3620,94,5
3621,109,3
3622,295,12
3623,259,19
3624,354,10
3625,44,9
3626,68,3
3627,181,7
3628,345,4
3629,244,3
3630,181,8
3631,255,9
3632,169,10
3633,39,17
3634,30,20
3635,200,10
3636,362,10
3637,347,17
3638,281,10
3639,257,8
3640,215,1
3641,181,6
3642,245,5
3643,323,9
3644,188,19
3645,14,13
3646,326,19
3647,190,16
3648,2,16
3649,10,7
3650,268,2
3651,84,5
3652,191,6
3653,216,13
3654,79,4
3655,86,8
3656,360,16
3657,75,4
3658,134,4
3659,285,2
3660,232,3
3661,30,19
3662,274,11
3663,198,16
3664,296,17
3665,6,19
3666,252,16
3667,174,11
3668,272,11
3669,33,6
3670,254,11
3671,268,9
3672,200,12
3673,165,18
3674,263,12
3675,309,13
3676,238,20
3677,151,10
3678,276,20
3679,276,5
3680,365,19
3681,21,18
3682,313,8
3683,236,16
3684,335,12
3685,359,3
3686,28,18
3687,62,15
3688,283,14
3689,322,6
3690,194,13
3691,93,3
3692,57,2
3693,76,9
3694,309,4
3695,130,17
3696,103,5
3697,189,11
3698,244,8
3699,41,2
3700,63,10
3701,337,9
3702,67,7
3703,48,7
3704,31,14
3705,74,3
3706,175,8
3707,110,14
3708,25,14
3709,216,2
3710,219,8
3711,235,3
3712,26,18
3713,166,9
3714,111,4
3715,64,8
3716,239,6
3717,1,14
3718,2,11
3719,225,9
3720,352,8
3721,125,17
3722,337,12
3723,286,12
3724,224,13
3725,42,16
3726,59,7
3727,81,12
3728,130,10
3729,126,1
3730,7,13
3731,137,1
3732,200,20
3733,319,16
3734,81,10
3735,313,8
3736,160,20
3737,33,15
3738,70,13
3739,11,15
3740,56,6
3741,128,19
3742,41,3
3743,286,2
3744,51,14
3745,26,13
3746,187,10
3747,46,16
3748,76,16
3749,336,9
3750,157,9
3751,143,2
3752,287,6
3753,209,16
3754,327,10
3755,312,5
3756,330,2
3757,108,15
3758,107,14
3759,34,9
3760,84,17
3761,339,7
3762,298,16
3763,250,15
3764,255,13
3765,346,5
3766,262,4
3767,121,13
3768,316,16
3769,246,12
3770,348,10
3771,9,10
3772,348,15
3773,124,16
3774,217,14
3775,87,19
3776,195,14
3777,364,13
3778,328,1
3779,35,3
3780,90,20
3781,264,14
3782,71,20
3783,63,17
3784,86,13
3785,177,15
3786,31,12
3787,332,4
3788,265,12
3789,315,19
3790,4,6
3791,327,4
3792,248,18
3793,204,10
3794,150,4
3795,315,11
3796,161,11
3797,76,15
3798,364,1
3799,188,11
3800,249,5
3801,229,15
3802,166,20
3803,348,6
3804,300,8
3805,26,9
3806,316,10
3807,319,6
3808,180,20
3809,104,5
3810,83,16
3811,55,6
3812,144,13
3813,273,6
3814,303,15
3815,201,10
3816,42,6
3817,255,1
3818,321,16
3819,300,13
3820,175,8
3821,279,4
3822,202,3
3823,206,4
3824,127,4
3825,81,18
3826,210,6
3827,82,9
3828,113,4
3829,47,3
3830,22,10
3831,164,12
3832,100,4
3833,265,2
3834,7,20
3835,239,17
3836,213,9
3837,210,7
3838,345,4
3839,55,7
3840,270,17
3841,159,1
3842,289,18
3843,164,16
3844,279,8
3845,81,5
3846,120,16
3847,196,19
3848,101,20
3849,261,13
3850,335,3
3851,36,19
3852,161,14
3853,312,5
3854,166,5
3855,46,16
3856,219,13
3857,235,1
3858,86,8
3859,81,16
3860,345,18
3861,221,19
3862,249,13
3863,161,9
3864,320,8
3865,238,12
3866,96,15
3867,355,16
3868,82,16
3869,319,10
3870,364,16
3871,324,5
3872,52,1
3873,49,8
3874,52,3
3875,40,9
3876,136,20
3877,62,20
3878,251,8
3879,155,20
3880,70,19
3881,311,12
3882,58,19
3883,138,6
3884,32,5
3885,129,17
3886,192,4
3887,110,8
3888,54,12
3889,202,12
3890,2,12
3891,331,3
3892,6,15
3893,208,18
3894,76,7
3895,163,16
3896,252,17
3897,11,11
3898,144,9
3899,302,12
3900,272,2
3901,260,19
3902,227,16
3903,278,14
3904,161,13
3905,250,16
3906,48,18
3907,105,2
3908,125,14
3909,36,13
3910,181,18
3911,303,19
3912,189,10
3913,296,1
3914,215,15
3915,47,14
3916,176,12
3917,89,19
3918,170,2
3919,13,7
3920,151,17
3921,304,13
3922,280,14
3923,251,8
3924,30,1
3925,58,3
3926,361,6
3927,99,10
3928,243,1
3929,110,9
3930,85,16
3931,50,10
3932,308,7
3933,256,20
3934,283,2
3935,227,4
3936,322,16
3937,93,17
3938,258,18
3939,129,10
3940,175,5
3941,162,6
3942,361,17
3943,41,12
3944,200,7
3945,326,13
3946,102,10
3947,121,8
3948,222,18
3949,270,12
3950,151,10
3951,149,1
3952,326,11
3953,180,20
3954,247,10
3955,149,15
3956,184,20
3957,90,20
3958,346,14
3959,108,3
3960,83,5
3961,23,1
3962,362,9
3963,168,18
3964,338,17
3965,295,9
3966,176,10
3967,159,9
3968,307,15
3969,177,19
3970,51,15
3971,104,8
3972,131,4
3973,186,20
3974,343,1
3975,287,8
3976,272,1
3977,192,13
3978,334,13
3979,185,14
3980,234,2
3981,20,16
3982,163,14
3983,359,13
3984,32,18
3985,274,12
3986,322,18
3987,237,2
3988,34,1
3989,284,12
3990,350,9
3991,339,17
3992,222,7
3993,80,11
3994,91,15
3995,310,1
3996,124,18
3997,245,20
3998,81,19
3999,313,5
4000,21,2
4001,79,15
4002,42,15
4003,192,11
4004,299,1
4005,270,6
4006,229,4
4007,261,11
4008,245,19
4009,198,9
4010,296,16
4011,116,20
4012,12,19
4013,65,14
4014,166,16
4015,148,13
4016,251,5
4017,336,15
4018,238,1
4019,244,2
4020,137,15
4021,54,14
4022,24,3
4023,305,11
4024,278,15
4025,184,17
4026,122,13
4027,339,18
4028,38,7
4029,87,13
4030,102,20
4031,167,19
4032,356,20
4033,317,1
4034,327,10
4035,159,16
4036,105,11
4037,184,15
4038,102,10
4039,271,11
4040,244,17
4041,233,18
4042,69,19
4043,346,1
4044,4,15
4045,353,17
4046,276,7
4047,24,13
4048,54,12
4049,193,6
4050,154,8
4051,97,1
4052,269,4
4053,118,4
4054,313,17
4055,153,1
4056,71,2
4057,264,12
4058,236,9
4059,116,17
4060,233,10
4061,292,17
4062,164,14
4063,38,5
4064,228,15
4065,262,20
4066,207,18
4067,305,14
4068,23,3
4069,169,19
4070,303,14
4071,294,18
4072,351,9
4073,75,7
4074,358,13
4075,346,5
4076,34,6
4077,234,5
4078,206,11
4079,98,11
4080,220,17
4081,335,13
4082,318,11
4083,162,15
4084,308,4
4085,255,3
4086,79,2
4087,237,6
4088,115,5
4089,188,4
4090,300,6
4091,217,2
4092,143,16
4093,141,3
4094,153,12
4095,355,19
4096,134,10
4097,326,9
4098,168,12
4099,310,10
4100,113,8
4101,343,13
4102,231,7
4103,14,10
4104,281,10
4105,174,10
4106,219,16
4107,47,5
4108,256,15
4109,246,19
4110,128,20
4111,205,6
4112,229,17
4113,183,3
4114,205,20
4115,152,8
4116,60,18
4117,92,14
4118,361,14
4119,60,10
4120,87,13
4121,346,13
4122,182,2
4123,8,18
4124,247,1
4125,281,20
4126,65,19
4127,297,5
4128,161,11
4129,123,2
4130,47,13
4131,153,3
4132,321,4
4133,339,11
4134,146,16
4135,112,3
4136,73,4
