ImageID,Date,Location,Dummy
1663,307,19,0
1664,297,16,0
1665,108,2,0
1666,314,13,0
1667,308,15,0
1668,327,16,0
1669,288,8,0
1670,5,9,0
1671,34,11,0
1672,154,12,0
1673,80,20,0
1674,271,1,0
1675,223,11,0
1676,103,11,0
1677,146,3,0
1678,29,18,0
1679,236,9,0
1680,84,7,0
1681,31,10,0
1682,304,18,0
1683,137,9,0
1684,22,1,0
1685,176,9,0
1686,73,11,0
1687,96,9,0
1688,151,10,0
1689,228,7,0
1690,156,6,0
1691,238,2,0
1692,83,17,0
1693,283,16,0
1694,131,15,0
1695,92,5,0
1696,107,18,0
1697,316,16,0
1698,216,2,0
1699,132,19,0
1700,319,5,0
1701,39,6,0
1702,33,9,0
1703,272,4,0
1704,171,16,0
1705,133,12,0
1706,133,2,0
1707,129,9,0
1708,313,5,0
1709,112,2,0
1710,156,12,0
1711,137,1,0
1712,45,1,0
1713,288,13,0
1714,134,20,0
1715,64,1,0
1716,294,19,0
1717,271,14,0
1718,117,12,0
1719,166,20,0
1720,248,19,0
1721,84,7,0
1722,250,6,0
1723,158,1,0
1724,243,3,0
1725,174,2,0
1726,348,8,0
1727,132,17,0
1728,242,11,0
1729,138,1,0
1730,50,10,0
1731,215,4,0
1732,122,13,0
1733,356,15,0
1734,6,9,0
1735,151,18,0
1736,18,19,0
1737,283,11,0
1738,208,8,0
1739,278,20,0
1740,315,14,0
1741,141,12,0
1742,78,12,0
1743,127,9,0
1744,224,10,0
1745,111,10,0
1746,172,7,0
1747,175,13,0
1748,114,10,0
1749,5,20,0
1750,181,1,0
1751,216,12,0
1752,315,14,0
1753,364,19,0
1754,45,18,0
1755,276,14,0
1756,149,15,0
1757,89,7,0
1758,297,20,0
1759,221,4,0
1760,56,5,0
1761,209,20,0
1762,211,11,0
1763,116,4,0
1764,215,10,0
1765,13,7,0
1766,189,1,0
1767,210,9,0
1768,287,5,0
1769,6,9,0
1770,24,12,0
1771,298,7,0
1772,180,12,0
1773,31,4,0
1774,205,14,0
1775,59,7,0
1776,212,18,0
1777,125,18,0
1778,30,2,0
1779,227,10,0
1780,119,11,0
1781,177,18,0
1782,173,11,0
1783,288,17,0
1784,11,3,0
1785,332,1,0
1786,68,5,0
1787,323,17,0
1788,195,2,0
1789,288,10,0
1790,107,10,0
1791,115,12,0
1792,101,19,0
1793,230,20,0
1794,278,10,0
1795,26,13,0
1796,184,6,0
1797,57,18,0
1798,312,5,0
1799,316,9,0
1800,328,20,0
1801,356,17,0
1802,146,19,0
1803,34,7,0
1804,284,2,0
1805,337,14,0
1806,125,1,0
1807,257,4,0
1808,262,18,0
1809,152,10,0
1810,13,20,0
1811,5,1,0
1812,4,18,0
1813,247,20,0
1814,154,6,0
1815,105,13,0
1816,158,9,0
1817,278,20,0
1818,79,4,0
1819,336,2,0
1820,315,19,0
1821,318,7,0
1822,241,5,0
1823,333,6,0
1824,231,11,0
1825,8,20,0
1826,54,2,0
1827,246,10,0
1828,224,7,0
1829,87,11,0
1830,266,10,0
1831,143,8,0
1832,57,12,0
1833,47,13,0
1834,319,16,0
1835,233,9,0
1836,273,17,0
1837,238,11,0
1838,20,14,0
1839,335,13,0
1840,363,10,0
1841,49,7,0
1842,292,11,0
1843,279,14,0
1844,364,1,0
1845,300,14,0
1846,324,3,0
1847,137,5,0
1848,358,14,0
1849,75,12,0
1850,301,2,0
1851,22,2,0
1852,51,5,0
1853,84,7,0
1854,210,5,0
1855,330,15,0
1856,180,9,0
1857,264,12,0
1858,260,10,0
1859,328,4,0
1860,203,2,0
1861,199,13,0
1862,289,20,0
1863,96,16,0
1864,337,14,0
1865,248,3,0
1866,150,13,0
1867,222,18,0
1868,55,18,0
1869,58,15,0
1870,89,13,0
1871,352,8,0
1872,11,11,0
1873,145,5,0
1874,55,4,0
1875,31,20,0
1876,34,1,0
1877,252,19,0
1878,99,10,0
1879,328,4,0
1880,233,16,0
1881,60,9,0
1882,310,16,0
1883,191,18,0
1884,88,10,0
1885,78,5,0
1886,273,14,0
1887,338,8,0
1888,305,19,0
1889,308,18,0
1890,286,13,0
1891,168,20,0
1892,220,18,0
1893,103,18,0
1894,338,19,0
1895,340,2,0
1896,190,7,0
1897,13,7,0
1898,66,1,0
1899,331,13,0
1900,104,3,0
1901,64,19,0
1902,285,18,0
1903,311,16,0
1904,107,7,0
1905,249,20,0
1906,62,20,0
1907,326,13,0
1908,40,3,0
1909,354,8,0
1910,231,4,0
1911,54,5,0
1912,36,8,0
1913,66,17,0
1914,48,15,0
1915,236,8,0
1916,80,20,0
1917,352,9,0
1918,125,11,0
1919,11,11,0
1920,317,11,0
1921,94,20,0
1922,95,15,0
1923,108,15,0
1924,311,14,0
1925,345,14,0
1926,269,7,0
1927,71,20,0
1928,358,3,0
1929,132,15,0
1930,86,12,0
1931,80,18,0
1932,252,1,0
1933,239,17,0
1934,365,12,0
1935,278,13,0
1936,228,2,0
1937,113,11,0
1938,81,20,0
1939,41,4,0
1940,232,16,0
1941,16,18,0
1942,169,4,0
1943,145,18,0
1944,148,3,0
1945,271,6,0
1946,46,17,0
1947,4,6,0
1948,173,1,0
1949,58,3,0
1950,249,3,0
1951,13,7,0
1952,203,1,0
1953,111,15,0
1954,282,5,0
1955,203,5,0
1956,252,12,0
1957,100,8,0
1958,240,7,0
1959,331,16,0
1960,269,15,0
1961,333,6,0
1962,207,20,0
1963,300,4,0
1964,282,1,0
1965,260,15,0
1966,234,7,0
1967,26,9,0
1968,318,9,0
1969,93,20,0
1970,90,19,0
1971,337,4,0
1972,284,1,0
1973,276,10,0
1974,338,11,0
1975,30,3,0
1976,113,16,0
1977,337,3,0
1978,217,16,0
1979,348,17,0
1980,93,9,0
1981,148,14,0
1982,33,10,0
1983,268,10,0
1984,356,18,0
1985,138,12,0
1986,139,4,0
1987,330,17,0
1988,197,17,0
1989,122,1,0
1990,278,3,0
1991,150,20,0
1992,231,5,0
1993,92,16,0
1994,176,6,0
1995,41,16,0
1996,194,5,0
1997,185,2,0
1998,303,15,0
1999,133,16,0
2000,70,18,0
2001,238,6,0
2002,165,4,0
2003,211,9,0
2004,159,7,0
2005,281,15,0
2006,54,8,0
2007,16,2,0
2008,51,20,0
2009,338,13,0
2010,266,18,0
2011,13,6,0
2012,124,15,0
2013,139,12,0
2014,86,5,0
2015,285,19,0
2016,250,13,0
2017,243,13,0
2018,115,9,0
2019,262,16,0
2020,320,10,0
2021,58,20,0
2022,6,11,0
2023,204,10,0
2024,16,13,0
2025,201,9,0
2026,125,5,0
2027,59,2,0
2028,121,16,0
2029,8,12,0
2030,260,8,0
2031,36,12,0
2032,21,12,0
2033,20,19,0
2034,153,4,0
2035,59,6,0
2036,137,18,0
2037,53,1,0
2038,153,17,0
2039,237,12,0
2040,310,4,0
2041,292,8,0
2042,79,16,0
2043,207,7,0
2044,97,6,0
2045,295,10,0
2046,131,9,0
2047,213,8,0
2048,120,4,0
2049,44,1,0
2050,288,19,0
2051,359,16,0
2052,87,11,0
2053,349,9,0
2054,353,2,0
2055,326,9,0
2056,153,15,0
2057,314,5,0
2058,128,10,0
2059,237,6,0
2060,10,12,0
2061,152,8,0
2062,211,19,0
2063,134,8,0
2064,244,2,0
2065,26,16,0
2066,11,1,0
2067,166,19,0
2068,65,2,0
2069,73,4,0
2070,43,13,0
2071,200,9,0
2072,37,8,0
2073,171,16,0
2074,235,11,0
2075,30,8,0
2076,228,18,0
2077,303,13,0
2078,210,17,0
2079,178,10,0
2080,355,18,0
2081,164,10,0
2082,301,8,0
2083,192,13,0
2084,121,18,0
2085,32,14,0
2086,23,20,0
2087,32,9,0
2088,271,18,0
2089,176,1,0
2090,287,10,0
2091,44,6,0
2092,165,12,0
2093,102,8,0
2094,27,5,0
2095,183,16,0
2096,279,8,0
2097,325,17,0
2098,137,2,0
2099,337,18,0
2100,5,10,0
2101,148,14,0
2102,183,16,0
2103,35,8,0
2104,142,13,0
2105,356,15,0
2106,305,9,0
2107,5,4,0
2108,317,17,0
2109,93,4,0
2110,275,1,0
2111,285,17,0
2112,243,11,0
2113,356,15,0
2114,208,4,0
2115,213,3,0
2116,356,5,0
2117,279,6,0
2118,177,7,0
2119,342,12,0
2120,223,12,0
2121,213,13,0
2122,142,8,0
2123,167,5,0
2124,169,18,0
2125,147,7,0
2126,59,11,0
2127,154,15,0
2128,210,13,0
2129,89,8,0
2130,327,6,0
2131,29,18,0
2132,254,9,0
2133,91,15,0
2134,147,15,0
2135,339,1,0
2136,36,7,0
2137,189,5,0
2138,210,7,0
2139,34,14,0
2140,133,5,0
2141,21,12,0
2142,194,14,0
2143,142,5,0
2144,330,20,0
2145,186,10,0
2146,230,10,0
2147,226,11,0
2148,164,15,0
2149,62,3,0
2150,221,7,0
2151,286,5,0
2152,64,19,0
2153,220,7,0
2154,231,15,0
2155,140,10,0
2156,14,13,0
2157,308,15,0
2158,351,15,0
2159,209,6,0
2160,29,15,0
2161,153,1,0
2162,303,17,0
2163,287,8,0
2164,181,5,0
2165,240,14,0
2166,35,11,0
2167,187,20,0
2168,83,20,0
2169,183,16,0
2170,182,11,0
2171,39,20,0
2172,87,5,0
2173,315,20,0
2174,128,15,0
2175,117,14,0
2176,154,18,0
2177,190,20,0
2178,7,14,0
2179,73,2,0
2180,235,18,0
2181,50,12,0
2182,9,19,0
2183,327,6,0
2184,168,10,0
2185,126,6,0
2186,117,20,0
2187,313,9,0
2188,161,13,0
2189,109,20,0
2190,215,17,0
2191,260,19,0
2192,209,7,0
2193,84,8,0
2194,178,2,0
2195,26,4,0
2196,67,3,0
2197,227,15,0
2198,200,9,0
2199,57,9,0
2200,249,4,0
2201,155,13,0
2202,209,12,0
2203,91,6,0
2204,282,15,0
2205,84,16,0
2206,360,5,0
2207,270,10,0
2208,218,18,0
2209,308,10,0
2210,359,13,0
2211,139,6,0
2212,33,9,0
2213,110,7,0
2214,215,14,0
2215,303,7,0
2216,168,20,0
2217,208,5,0
2218,128,4,0
2219,205,18,0
2220,287,10,0
2221,225,3,0
2222,307,9,0
2223,7,4,0
2224,79,19,0
2225,135,5,0
2226,144,7,0
2227,2,15,0
2228,20,5,0
2229,243,10,0
2230,8,3,0
2231,277,7,0
2232,340,14,0
2233,148,11,0
2234,306,19,0
2235,35,16,0
2236,92,2,0
2237,53,13,0
2238,66,17,0
2239,145,20,0
2240,66,17,0
2241,238,15,0
2242,314,9,0
2243,346,7,0
2244,328,1,0
2245,74,12,0
2246,333,11,0
2247,113,2,0
2248,344,19,0
2249,103,7,0
2250,109,5,0
2251,294,5,0
2252,319,15,0
2253,110,10,0
2254,83,12,0
2255,347,17,0
2256,328,12,0
2257,330,1,0
2258,172,14,0
2259,119,12,0
2260,145,17,0
2261,181,17,0
2262,277,2,0
2263,120,11,0
2264,244,10,0
2265,243,20,0
2266,219,17,0
2267,216,6,0
2268,234,6,0
2269,352,14,0
2270,20,14,0
2271,359,16,0
2272,222,6,0
2273,363,20,0
2274,158,8,0
2275,292,20,0
2276,174,16,0
2277,290,15,0
2278,190,7,0
2279,156,16,0
2280,139,7,0
2281,79,1,0
2282,303,7,0
2283,215,4,0
2284,46,12,0
2285,299,19,0
2286,157,3,0
2287,131,19,0
2288,293,9,0
2289,270,7,0
2290,345,10,0
2291,232,7,0
2292,264,5,0
2293,196,10,0
2294,41,11,0
2295,354,3,0
2296,172,2,0
2297,310,3,0
2298,341,8,0
2299,44,4,0
2300,79,3,0
2301,136,15,0
2302,254,4,0
2303,129,2,0
2304,89,7,0
2305,46,12,0
2306,205,5,0
2307,298,11,0
2308,91,7,0
2309,227,13,0
2310,276,14,0
2311,348,19,0
2312,117,11,0
2313,110,1,0
2314,153,14,0
2315,229,17,0
2316,303,4,0
2317,47,2,0
2318,354,10,0
2319,151,3,0
2320,203,10,0
2321,247,9,0
2322,112,1,0
2323,56,7,0
2324,46,17,0
2325,228,17,0
2326,231,11,0
2327,87,16,0
2328,325,4,0
2329,121,4,0
2330,16,19,0
2331,111,8,0
2332,100,16,0
2333,55,16,0
2334,29,4,0
2335,187,12,0
2336,354,20,0
2337,10,14,0
2338,60,4,0
2339,108,1,0
2340,230,13,0
2341,91,19,0
2342,214,4,0
2343,280,3,0
2344,87,15,0
2345,115,4,0
2346,93,15,0
2347,238,8,0
2348,145,6,0
2349,57,17,0
2350,87,12,0
2351,365,6,0
2352,65,19,0
2353,11,18,0
2354,277,3,0
2355,286,18,0
2356,208,12,0
2357,294,4,0
2358,206,8,0
2359,70,9,0
2360,92,1,0
2361,85,4,0
2362,258,13,0
2363,147,15,0
2364,151,14,0
2365,79,11,0
2366,43,4,0
2367,148,12,0
2368,99,1,0
2369,364,3,0
2370,70,20,0
2371,54,17,0
2372,206,16,0
2373,102,9,0
2374,17,10,0
2375,203,10,0
2376,123,14,0
2377,337,13,0
2378,354,14,0
2379,50,5,0
2380,172,15,0
2381,180,14,0
2382,22,6,0
2383,60,9,0
2384,213,14,0
2385,290,20,0
2386,179,16,0
2387,19,8,0
2388,175,12,0
2389,174,1,0
2390,192,10,0
2391,260,9,0
2392,90,9,0
2393,364,1,0
2394,23,5,0
2395,138,20,0
2396,121,19,0
2397,301,3,0
2398,346,2,0
2399,359,3,0
2400,76,11,0
2401,187,8,0
2402,299,3,0
2403,56,10,0
2404,221,8,0
2405,43,2,0
2406,145,19,0
2407,154,9,0
2408,84,13,0
2409,178,12,0
2410,41,10,0
2411,42,3,0
2412,224,18,0
2413,238,1,0
2414,182,6,0
2415,244,9,0
2416,261,18,0
2417,169,14,0
2418,34,3,0
2419,143,8,0
2420,252,7,0
2421,181,2,0
2422,278,20,0
2423,38,8,0
2424,183,8,0
2425,213,4,0
2426,302,7,0
2427,29,11,0
2428,291,8,0
2429,303,1,0
2430,34,2,0
2431,41,7,0
2432,227,18,0
2433,113,6,0
2434,69,3,0
2435,197,11,0
2436,262,19,0
2437,279,20,0
2438,95,17,0
2439,252,2,0
2440,156,17,0
2441,44,4,0
2442,50,12,0
2443,169,18,0
2444,87,9,0
2445,281,19,0
2446,346,15,0
2447,243,14,0
2448,184,13,0
2449,328,1,0
2450,217,7,0
2451,163,13,0
2452,196,3,0
2453,341,12,0
2454,90,16,0
2455,217,18,0
2456,243,19,0
2457,192,20,0
2458,148,9,0
2459,226,6,0
2460,154,8,0
2461,62,7,0
2462,69,12,0
2463,250,2,0
2464,150,9,0
2465,320,2,0
2466,250,13,0
2467,51,13,0
2468,144,10,0
2469,127,18,0
2470,172,18,0
2471,145,16,0
2472,44,8,0
2473,221,17,0
2474,147,1,0
2475,1,1,0
2476,364,4,0
2477,237,5,0
2478,305,14,0
2479,262,9,0
2480,46,6,0
2481,210,6,0
2482,251,19,0
2483,74,3,0
2484,228,17,0
2485,352,11,0
2486,134,15,0
2487,14,3,0
2488,162,3,0
2489,357,7,0
2490,136,19,0
2491,110,5,0
2492,89,1,0
2493,205,19,0
2494,111,11,0
2495,188,6,0
2496,364,4,0
2497,199,1,0
2498,218,5,0
2499,225,20,0
2500,360,11,0
2501,74,4,0
2502,259,17,0
2503,207,6,0
2504,157,8,0
2505,332,1,0
2506,89,16,0
2507,340,8,0
2508,148,8,0
2509,63,6,0
2510,349,4,0
2511,63,12,0
2512,358,16,0
2513,345,12,0
2514,122,20,0
2515,72,2,0
2516,228,4,0
2517,303,10,0
2518,14,19,0
2519,230,13,0
2520,83,2,0
2521,137,11,0
2522,36,16,0
2523,236,15,0
2524,339,13,0
2525,331,1,0
2526,210,13,0
2527,274,4,0
2528,249,4,0
2529,118,4,0
2530,123,12,0
2531,333,2,0
2532,306,12,0
2533,134,5,0
2534,89,16,0
2535,323,5,0
2536,2,12,0
2537,102,13,0
2538,249,19,0
2539,155,9,0
2540,62,8,0
2541,351,1,0
2542,56,9,0
2543,196,17,0
2544,91,2,0
2545,144,4,0
2546,361,7,0
2547,230,9,0
2548,211,11,0
2549,318,5,0
2550,361,17,0
2551,68,11,0
2552,51,9,0
2553,320,8,0
2554,114,19,0
2555,239,12,0
2556,265,16,0
2557,110,15,0
2558,20,2,0
2559,34,11,0
2560,139,11,0
2561,246,8,0
2562,46,2,0
2563,352,14,0
2564,95,15,0
2565,267,18,0
2566,119,3,0
2567,247,13,0
2568,33,3,0
2569,31,5,0
2570,164,13,0
2571,345,14,0
2572,135,13,0
2573,40,8,0
2574,94,14,0
2575,182,6,0
2576,352,11,0
2577,203,2,0
2578,297,15,0
2579,64,13,0
2580,15,7,0
2581,93,16,0
2582,290,14,0
2583,202,19,0
2584,117,17,0
2585,102,19,0
2586,33,3,0
2587,37,15,0
2588,307,10,0
2589,177,5,0
2590,210,4,0
2591,1,6,0
2592,322,2,0
2593,219,8,0
2594,273,10,0
2595,150,3,0
2596,347,4,0
2597,41,12,0
2598,277,2,0
2599,123,1,0
2600,312,14,0
2601,330,2,0
2602,291,18,0
2603,251,18,0
2604,37,13,0
2605,103,16,0
2606,290,15,0
2607,209,19,0
2608,275,10,0
2609,177,5,0
2610,90,16,0
2611,359,3,0
2612,12,19,0
2613,321,6,0
2614,209,18,0
2615,298,8,0
2616,326,13,0
2617,41,7,0
2618,362,8,0
2619,201,14,0
2620,132,19,0
2621,258,2,0
2622,188,15,0
2623,63,9,0
2624,164,13,0
2625,222,3,0
2626,198,16,0
2627,307,1,0
2628,334,9,0
2629,3,3,0
2630,116,15,0
2631,135,15,0
2632,314,19,0
2633,217,4,0
2634,9,13,0
2635,347,7,0
2636,323,9,0
2637,135,8,0
2638,275,3,0
2639,23,16,0
2640,335,16,0
2641,261,9,0
2642,251,18,0
2643,56,18,0
2644,189,1,0
2645,318,1,0
2646,53,13,0
2647,98,8,0
2648,194,18,0
2649,150,8,0
2650,264,7,0
2651,74,19,0
2652,256,15,0
2653,141,14,0
2654,144,4,0
2655,105,18,0
2656,117,1,0
2657,218,16,0
2658,8,13,0
2659,124,16,0
2660,347,1,0
2661,317,10,0
2662,133,11,0
2663,72,13,0
2664,40,11,0
2665,99,12,0
2666,31,17,0
2667,32,8,0
2668,46,12,0
2669,279,6,0
2670,116,15,0
2671,227,15,0
2672,341,2,0
2673,93,11,0
2674,81,5,0
2675,322,1,0
2676,116,9,0
2677,65,2,0
2678,83,1,0
2679,309,13,0
2680,244,14,0
2681,64,2,0
2682,336,14,0
2683,231,6,0
2684,330,10,0
2685,3,16,0
2686,42,8,0
2687,188,15,0
2688,348,9,0
2689,322,15,0
2690,10,7,0
2691,337,5,0
2692,73,10,0
2693,235,18,0
2694,122,16,0
2695,80,5,0
2696,357,16,0
2697,195,11,0
2698,15,18,0
2699,171,10,0
2700,165,13,0
2701,138,19,0
2702,147,11,0
2703,256,1,0
2704,220,4,0
2705,240,3,0
2706,291,17,0
2707,26,4,0
2708,215,3,0
2709,121,11,0
2710,318,6,0
2711,185,14,0
2712,25,8,0
2713,332,9,0
2714,311,19,0
2715,317,11,0
2716,85,11,0
2717,331,15,0
2718,245,8,0
2719,89,9,0
2720,283,14,0
2721,4,17,0
2722,54,18,0
2723,323,2,0
2724,131,4,0
2725,297,6,0
2726,193,7,0
2727,29,3,0
2728,235,20,0
2729,285,12,0
2730,222,16,0
2731,168,19,0
2732,356,7,0
2733,18,17,0
2734,54,11,0
2735,22,13,0
2736,232,2,0
2737,359,16,0
2738,100,2,0
2739,65,7,0
2740,77,15,0
2741,293,4,0
2742,301,10,0
2743,81,8,0
2744,325,11,0
2745,297,19,0
2746,364,7,0
2747,94,16,0
2748,320,6,0
2749,330,12,0
2750,199,13,0
2751,245,20,0
2752,130,17,0
2753,242,7,0
2754,11,8,0
2755,32,14,0
2756,54,15,0
2757,246,5,0
2758,13,11,0
2759,351,15,0
2760,129,16,0
2761,178,15,0
2762,242,18,0
2763,363,18,0
2764,213,16,0
2765,287,11,0
2766,160,4,0
2767,345,2,0
2768,96,2,0
2769,96,2,0
2770,23,10,0
2771,338,7,0
2772,239,9,0
2773,145,15,0
2774,301,18,0
2775,345,1,0
2776,167,17,0
2777,78,19,0
2778,101,14,0
2779,155,1,0
2780,313,5,0
2781,219,1,0
2782,57,12,0
2783,168,4,0
2784,210,20,0
2785,137,2,0
2786,142,13,0
2787,75,2,0
2788,81,1,0
2789,54,1,0
2790,94,1,0
2791,331,16,0
2792,201,17,0
2793,28,8,0
2794,325,18,0
2795,164,8,0
2796,80,10,0
2797,134,12,0
2798,171,7,0
2799,259,5,0
2800,46,1,0
2801,268,16,0
2802,78,20,0
2803,200,19,0
2804,40,2,0
2805,24,8,0
2806,297,1,0
2807,139,7,0
2808,123,17,0
2809,347,3,0
2810,329,7,0
2811,273,14,0
2812,231,5,0
2813,204,12,0
2814,273,4,0
2815,104,11,0
2816,240,4,0
2817,26,18,0
2818,79,7,0
2819,51,19,0
2820,322,8,0
2821,192,4,0
2822,303,12,0
2823,236,18,0
2824,41,13,0
2825,331,14,0
2826,51,19,0
2827,154,12,0
2828,329,14,0
2829,256,3,0
2830,254,14,0
2831,110,16,0
2832,306,11,0
2833,222,8,0
2834,9,10,0
2835,95,14,0
2836,344,6,0
2837,267,2,0
2838,229,17,0
2839,80,10,0
2840,111,3,0
2841,42,2,0
2842,62,14,0
2843,165,8,0
2844,87,18,0
2845,341,5,0
2846,161,9,0
2847,103,5,0
2848,210,15,0
2849,4,10,0
2850,6,16,0
2851,173,1,0
2852,184,2,0
2853,206,18,0
2854,179,3,0
2855,239,14,0
2856,195,9,0
2857,94,19,0
2858,359,16,0
2859,195,2,0
2860,114,8,0
2861,320,6,0
2862,298,19,0
2863,65,9,0
2864,18,6,0
2865,318,20,0
2866,329,17,0
2867,139,14,0
2868,332,18,0
2869,97,1,0
2870,214,9,0
2871,72,5,0
2872,316,9,0
2873,290,17,0
2874,47,20,0
2875,141,4,0
2876,358,8,0
2877,346,2,0
2878,328,7,0
2879,81,19,0
2880,291,4,0
2881,330,1,0
2882,325,7,0
2883,7,16,0
2884,91,17,0
2885,150,18,0
2886,341,19,0
2887,297,8,0
2888,66,7,0
2889,62,4,0
2890,199,5,0
2891,122,3,0
2892,209,19,0
2893,314,14,0
2894,203,12,0
2895,346,5,0
2896,118,6,0
2897,275,14,0
2898,196,9,0
2899,49,18,0
2900,285,2,0
2901,81,5,0
2902,303,16,0
2903,61,3,0
2904,267,19,0
2905,65,17,0
2906,317,11,0
2907,24,17,0
2908,83,19,0
2909,298,15,0
2910,77,1,0
2911,28,19,0
2912,88,8,0
2913,116,8,0
2914,173,19,0
2915,4,9,0
2916,86,11,0
2917,341,16,0
2918,364,16,0
2919,302,1,0
2920,63,11,0
2921,24,19,0
2922,190,11,0
2923,204,9,0
2924,20,2,0
2925,35,5,0
2926,337,18,0
2927,15,19,0
2928,206,12,0
2929,180,9,0
2930,190,5,0
2931,46,19,0
2932,30,3,0
2933,144,4,0
2934,334,1,0
2935,24,11,0
2936,182,5,0
2937,362,10,0
2938,199,6,0
2939,272,2,0
2940,43,11,0
2941,77,18,0
2942,151,17,0
2943,245,4,0
2944,201,12,0
2945,248,10,0
2946,16,12,0
2947,143,10,0
2948,202,4,0
2949,277,3,0
2950,111,20,0
2951,288,15,0
2952,113,19,0
2953,268,9,0
2954,16,10,0
2955,244,8,0
2956,365,3,0
2957,108,8,0
2958,193,2,0
2959,140,14,0
2960,23,17,0
2961,110,6,0
2962,123,10,0
2963,145,9,0
2964,61,18,0
2965,198,6,0
2966,146,9,0
2967,364,3,0
2968,59,15,0
2969,232,20,0
2970,255,13,0
2971,253,11,0
2972,355,12,0
2973,42,1,0
2974,253,9,0
2975,127,13,0
2976,267,20,0
2977,173,7,0
2978,315,12,0
2979,12,20,0
2980,199,4,0
2981,118,16,0
2982,328,7,0
2983,9,10,0
2984,161,3,0
2985,321,18,0
2986,328,1,0
2987,266,11,0
2988,169,4,0
2989,307,10,0
2990,83,15,0
2991,182,19,0
2992,332,14,0
2993,11,17,0
2994,340,14,0
2995,226,10,0
2996,295,10,0
2997,77,10,0
2998,186,15,0
2999,360,1,0
3000,126,5,0
3001,86,10,0
3002,80,16,0
3003,294,9,0
3004,220,20,0
3005,32,17,0
3006,63,6,0
3007,121,12,0
3008,204,18,0
3009,215,19,0
3010,232,20,0
3011,117,7,0
3012,38,10,0
3013,220,2,0
3014,319,11,0
3015,33,2,0
3016,101,3,0
3017,177,20,0
3018,352,16,0
3019,319,3,0
3020,93,8,0
3021,77,19,0
3022,287,13,0
3023,181,14,0
3024,291,12,0
3025,135,3,0
3026,147,9,0
3027,340,17,0
3028,281,19,0
3029,207,19,0
3030,164,5,0
3031,330,6,0
3032,155,20,0
3033,50,8,0
3034,327,12,0
3035,295,16,0
3036,233,12,0
3037,148,15,0
3038,251,2,0
3039,364,4,0
3040,85,4,0
3041,313,6,0
3042,23,12,0
3043,300,15,0
3044,348,19,0
3045,317,13,0
3046,74,1,0
3047,193,4,0
3048,99,4,0
3049,163,7,0
3050,339,12,0
3051,103,18,0
3052,282,14,0
3053,332,2,0
3054,190,2,0
3055,194,13,0
3056,325,16,0
3057,332,18,0
3058,55,16,0
3059,1,15,0
3060,338,5,0
3061,260,8,0
3062,293,4,0
3063,55,8,0
3064,109,19,0
3065,149,6,0
3066,122,15,0
3067,190,1,0
3068,238,11,0
3069,293,16,0
3070,215,11,0
3071,282,17,0
3072,359,3,0
3073,30,14,0
3074,251,8,0
3075,281,17,0
3076,22,19,0
3077,151,8,0
3078,49,19,0
3079,305,3,0
3080,132,5,0
3081,22,20,0
3082,121,8,0
3083,329,1,0
3084,217,13,0
3085,62,7,0
3086,289,6,0
3087,352,13,0
3088,231,1,0
3089,176,2,0
3090,329,19,0
3091,359,7,0
3092,221,9,0
3093,80,13,0
3094,82,16,0
3095,187,9,0
3096,34,11,0
3097,277,20,0
3098,258,5,0
3099,253,16,0
3100,84,15,0
3101,170,12,0
3102,158,12,0
3103,121,2,0
3104,4,7,0
3105,270,17,0
3106,298,2,0
3107,32,5,0
3108,292,13,0
3109,70,10,0
3110,311,8,0
3111,209,5,0
3112,168,16,0
3113,194,14,0
3114,298,20,0
3115,92,17,0
3116,216,4,0
3117,17,5,0
3118,68,2,0
3119,90,15,0
3120,100,19,0
3121,315,1,0
3122,33,9,0
3123,188,14,0
3124,161,3,0
3125,296,9,0
3126,199,20,0
3127,159,12,0
3128,119,13,0
3129,334,15,0
3130,215,8,0
3131,170,1,0
3132,208,5,0
3133,274,14,0
3134,319,19,0
3135,37,15,0
3136,114,18,0
3137,206,16,0
3138,120,13,0
3139,157,16,0
3140,287,15,0
3141,31,19,0
3142,1,7,0
3143,57,13,0
3144,35,19,0
3145,117,17,0
3146,131,6,0
3147,210,1,0
3148,207,2,0
3149,321,1,0
3150,253,5,0
3151,189,19,0
3152,27,1,0
3153,169,10,0
3154,68,13,0
3155,86,17,0
3156,346,3,0
3157,348,19,0
3158,325,9,0
3159,192,15,0
3160,67,7,0
3161,192,13,0
3162,46,10,0
3163,147,7,0
3164,134,20,0
3165,231,15,0
3166,307,19,0
3167,179,12,0
3168,126,20,0
3169,114,17,0
3170,114,4,0
3171,125,10,0
3172,348,12,0
3173,333,4,0
3174,21,2,0
3175,235,11,0
3176,78,13,0
3177,237,9,0
3178,163,17,0
3179,64,14,0
3180,5,4,0
3181,44,19,0
3182,69,7,0
3183,233,9,0
3184,299,19,0
3185,135,5,0
3186,25,6,0
3187,153,1,0
3188,332,16,0
3189,347,6,0
3190,316,15,0
3191,83,15,0
3192,118,5,0
3193,276,12,0
3194,321,14,0
3195,287,3,0
3196,102,13,0
3197,78,1,0
3198,243,9,0
3199,276,5,0
3200,215,11,0
3201,21,8,0
3202,53,5,0
3203,295,3,0
3204,335,13,0
3205,119,15,0
3206,309,11,0
3207,34,17,0
3208,50,7,0
3209,221,9,0
3210,127,10,0
3211,286,11,0
3212,261,9,0
3213,266,15,0
3214,173,2,0
3215,227,2,0
